experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
,,,train,,,
,{step},{args.num_iterations},val,{val_loss,,
,{step},{args.num_iterations},val,{val_loss,,
,,,train,,,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,{step+1},{args.num_iterations},train,{train_loss.item(),,
,260,5100,train,4.6090,281294,1125.18
,261,5100,train,4.8415,282402,1125.11
,262,5100,train,4.6150,283535,1125.14
,263,5100,train,4.6788,284644,1125.07
,264,5100,train,4.7200,285775,1125.10
,265,5100,train,4.5451,286883,1125.03
,266,5100,train,4.6803,288025,1125.10
,267,5100,train,4.5572,289143,1125.07
,268,5100,train,4.7746,290275,1125.10
,269,5100,train,4.7615,291383,1125.03
,270,5100,train,4.5873,292514,1125.05
,271,5100,train,4.6294,293621,1124.98
,272,5100,train,4.7429,294754,1125.01
,273,5100,train,4.6207,295861,1124.95
,274,5100,train,4.5415,296995,1124.98
,275,5100,train,4.6413,298103,1124.92
,276,5100,train,4.7371,299235,1124.94
,277,5100,train,4.5729,300354,1124.92
,278,5100,train,4.5437,301482,1124.93
,279,5100,train,4.5010,302598,1124.90
,280,5100,train,4.5580,303737,1124.95
,281,5100,train,4.7807,304850,1124.91
,282,5100,train,4.7893,305976,1124.91
,283,5100,train,4.5557,307090,1124.87
,284,5100,train,4.4065,308219,1124.89
,285,5100,train,4.5556,309336,1124.86
,286,5100,train,4.7931,310472,1124.90
,287,5100,train,4.5958,311582,1124.84
,288,5100,train,4.5846,312714,1124.87
,289,5100,train,4.5244,313823,1124.81
,290,5100,train,4.4017,314956,1124.84
,291,5100,train,4.6636,316078,1124.83
,292,5100,train,4.6130,317213,1124.87
,293,5100,train,4.5963,318322,1124.81
,294,5100,train,4.5064,319456,1124.85
,295,5100,train,4.5797,320574,1124.82
,296,5100,train,4.7012,321718,1124.89
,297,5100,train,4.6976,322831,1124.85
,298,5100,train,4.6711,323959,1124.86
,299,5100,train,4.5865,325077,1124.83
,300,5100,train,4.5143,326211,1124.87
,301,5100,train,4.6222,327323,1124.82
,302,5100,train,4.5539,328455,1124.85
