experiment,step,total_steps,split,loss,train_time_ms,step_avg_ms
lazy_sched,180,5100,train,4.7245,191329,1125.46
lazy_sched,181,5100,train,4.6020,192449,1125.43
lazy_sched,182,5100,train,4.7645,193569,1125.40
lazy_sched,183,5100,train,4.6354,194688,1125.36
lazy_sched,184,5100,train,4.6188,195808,1125.33
lazy_sched,185,5100,train,4.6674,196928,1125.30
lazy_sched,186,5100,train,4.6117,198049,1125.28
lazy_sched,187,5100,train,4.8743,199170,1125.25
lazy_sched,188,5100,train,4.6268,200288,1125.21
lazy_sched,189,5100,train,4.3259,201410,1125.20
lazy_sched,190,5100,train,4.4875,202532,1125.18
lazy_sched,191,5100,train,4.6130,203756,1125.73
lazy_sched,192,5100,train,4.5960,204893,1125.79
lazy_sched,193,5100,train,4.2296,206030,1125.84
lazy_sched,194,5100,train,4.7425,207161,1125.87
lazy_sched,195,5100,train,4.5065,208298,1125.94
lazy_sched,196,5100,train,4.6182,209430,1125.97
lazy_sched,197,5100,train,4.5531,210561,1126.00
lazy_sched,198,5100,train,4.6578,211701,1126.07
lazy_sched,199,5100,train,4.4744,212839,1126.13
lazy_sched,200,5100,train,4.7091,213957,1126.09
lazy_sched,201,5100,train,4.6187,215075,1126.05
lazy_sched,202,5100,train,4.5466,216193,1126.00
lazy_sched,203,5100,train,4.7963,217308,1125.95
lazy_sched,204,5100,train,4.6686,218427,1125.91
lazy_sched,205,5100,train,4.6943,219547,1125.88
lazy_sched,206,5100,train,4.3584,220668,1125.86
lazy_sched,207,5100,train,4.6079,221786,1125.82
lazy_sched,208,5100,train,4.6862,222907,1125.79
lazy_sched,209,5100,train,4.5173,224027,1125.76
lazy_sched,210,5100,train,4.5171,225148,1125.74
lazy_sched,211,5100,train,4.4410,226268,1125.71
lazy_sched,212,5100,train,4.4558,227387,1125.68
lazy_sched,213,5100,train,4.6312,228508,1125.65
lazy_sched,214,5100,train,4.5532,229627,1125.62
lazy_sched,215,5100,train,4.5046,230747,1125.59
lazy_sched,216,5100,train,4.4155,231867,1125.57
lazy_sched,217,5100,train,4.5294,232987,1125.54
lazy_sched,218,5100,train,4.6053,234108,1125.52
lazy_sched,219,5100,train,4.4649,235228,1125.49
lazy_sched,220,5100,train,4.4376,236348,1125.47
lazy_sched,221,5100,train,4.3966,237467,1125.44
lazy_sched,222,5100,train,4.3936,238587,1125.41
lazy_sched,223,5100,train,4.6432,239708,1125.39
lazy_sched,224,5100,train,4.4143,240832,1125.38
lazy_sched,225,5100,train,4.6111,241948,1125.34
lazy_sched,226,5100,train,4.3545,243066,1125.30
lazy_sched,227,5100,train,4.3919,244187,1125.29
lazy_sched,228,5100,train,4.4771,245308,1125.27
lazy_sched,229,5100,train,4.5034,246440,1125.30
lazy_sched,230,5100,train,4.4654,247575,1125.34
lazy_sched,231,5100,train,4.3876,248704,1125.36
lazy_sched,232,5100,train,4.4812,249842,1125.41
lazy_sched,233,5100,train,4.4571,250974,1125.45
lazy_sched,234,5100,train,4.3604,252106,1125.47
lazy_sched,235,5100,train,4.3832,253240,1125.51
lazy_sched,236,5100,train,4.4787,254378,1125.57
lazy_sched,237,5100,train,4.2291,255516,1125.62
lazy_sched,238,5100,train,4.4860,256634,1125.59
lazy_sched,239,5100,train,4.3897,257750,1125.55
lazy_sched,240,5100,train,4.2705,258870,1125.52
lazy_sched,241,5100,train,4.5153,259989,1125.49
lazy_sched,242,5100,train,4.2140,261109,1125.47
lazy_sched,243,5100,train,4.3910,262228,1125.44
lazy_sched,244,5100,train,4.4969,263347,1125.41
lazy_sched,245,5100,train,4.2417,264467,1125.39
lazy_sched,246,5100,train,4.2891,265587,1125.37
lazy_sched,247,5100,train,4.3283,266708,1125.35
lazy_sched,248,5100,train,4.4418,267827,1125.32
lazy_sched,249,5100,train,4.1726,268948,1125.30
lazy_sched,250,5100,train,4.3838,270068,1125.28
lazy_sched,250,5100,val,4.3398,270068,1125.28
lazy_sched,251,5100,train,4.2996,271195,1125.29
lazy_sched,252,5100,train,4.4665,272322,1125.30
lazy_sched,253,5100,train,4.3146,273445,1125.29
lazy_sched,254,5100,train,4.3241,274563,1125.26
lazy_sched,255,5100,train,4.3160,275682,1125.23
lazy_sched,256,5100,train,4.3761,276802,1125.21
lazy_sched,257,5100,train,4.2353,277922,1125.19
lazy_sched,258,5100,train,4.4888,279044,1125.18
lazy_sched,259,5100,train,4.2344,280167,1125.17
lazy_sched,260,5100,train,4.2217,281302,1125.21
lazy_sched,261,5100,train,4.5203,282435,1125.24
lazy_sched,262,5100,train,4.2881,283572,1125.29
lazy_sched,263,5100,train,4.3421,284701,1125.30
lazy_sched,264,5100,train,4.3189,285836,1125.34
lazy_sched,265,5100,train,4.1850,286972,1125.38
lazy_sched,266,5100,train,4.3664,288103,1125.40
lazy_sched,267,5100,train,4.2095,289234,1125.42
lazy_sched,268,5100,train,4.3369,290356,1125.41
lazy_sched,269,5100,train,4.3917,291481,1125.41
lazy_sched,270,5100,train,4.2505,292601,1125.39
lazy_sched,271,5100,train,4.2623,293721,1125.37
lazy_sched,272,5100,train,4.4137,294843,1125.36
lazy_sched,273,5100,train,4.2515,295962,1125.33
lazy_sched,274,5100,train,4.2003,297082,1125.31
lazy_sched,275,5100,train,4.2868,298201,1125.29
lazy_sched,276,5100,train,4.3804,299322,1125.27
lazy_sched,277,5100,train,4.1947,300441,1125.25
lazy_sched,278,5100,train,4.2019,301562,1125.23
lazy_sched,279,5100,train,4.1573,302682,1125.21
lazy_sched,280,5100,train,4.2452,303802,1125.19
lazy_sched,281,5100,train,4.4186,304922,1125.17
lazy_sched,282,5100,train,4.4148,306041,1125.15
lazy_sched,283,5100,train,4.2122,307161,1125.13
lazy_sched,284,5100,train,4.1145,308281,1125.11
lazy_sched,285,5100,train,4.2212,309401,1125.10
lazy_sched,286,5100,train,4.4072,310521,1125.08
lazy_sched,287,5100,train,4.2343,311641,1125.06
lazy_sched,288,5100,train,4.2345,312761,1125.04
lazy_sched,289,5100,train,4.1926,313881,1125.02
lazy_sched,290,5100,train,4.0570,315003,1125.01
lazy_sched,291,5100,train,4.2941,316123,1124.99
lazy_sched,292,5100,train,4.2972,317242,1124.97
lazy_sched,293,5100,train,4.2513,318362,1124.96
lazy_sched,294,5100,train,4.1445,319483,1124.94
lazy_sched,295,5100,train,4.2128,320602,1124.92
lazy_sched,296,5100,train,4.3459,321721,1124.90
lazy_sched,297,5100,train,4.3210,322851,1124.92
lazy_sched,298,5100,train,4.2873,323992,1124.97
lazy_sched,299,5100,train,4.1651,325129,1125.01
lazy_sched,300,5100,train,4.1776,326259,1125.03
lazy_sched,301,5100,train,4.2678,327394,1125.07
lazy_sched,302,5100,train,4.1663,328525,1125.08
lazy_sched,303,5100,train,4.1759,329660,1125.12
lazy_sched,304,5100,train,4.1189,330793,1125.15
lazy_sched,305,5100,train,4.0380,331924,1125.16
lazy_sched,306,5100,train,4.1891,333044,1125.15
lazy_sched,307,5100,train,4.4039,334161,1125.12
lazy_sched,308,5100,train,4.3207,335281,1125.11
lazy_sched,309,5100,train,4.1270,336401,1125.09
lazy_sched,310,5100,train,4.1933,337525,1125.08
lazy_sched,311,5100,train,4.1094,338643,1125.06
lazy_sched,312,5100,train,4.1424,339762,1125.04
lazy_sched,313,5100,train,4.1624,340883,1125.03
lazy_sched,314,5100,train,4.1273,342003,1125.01
lazy_sched,315,5100,train,4.1498,343121,1124.99
lazy_sched,316,5100,train,4.0082,344243,1124.98
lazy_sched,317,5100,train,4.1170,345363,1124.96
lazy_sched,318,5100,train,4.1047,346482,1124.94
lazy_sched,319,5100,train,4.1068,347602,1124.92
lazy_sched,320,5100,train,4.2530,348723,1124.91
lazy_sched,321,5100,train,4.1380,349842,1124.90
lazy_sched,322,5100,train,4.1041,350962,1124.88
lazy_sched,323,5100,train,4.1666,352082,1124.86
lazy_sched,324,5100,train,4.3646,353202,1124.85
lazy_sched,325,5100,train,4.2112,354321,1124.83
lazy_sched,326,5100,train,4.1604,355442,1124.82
lazy_sched,327,5100,train,4.1552,356563,1124.80
lazy_sched,328,5100,train,4.2303,357681,1124.78
lazy_sched,329,5100,train,4.0471,358802,1124.77
lazy_sched,330,5100,train,4.2163,359922,1124.76
lazy_sched,331,5100,train,4.1733,361041,1124.74
lazy_sched,332,5100,train,4.0910,362159,1124.72
lazy_sched,333,5100,train,4.1238,363281,1124.71
lazy_sched,334,5100,train,4.0707,364410,1124.72
lazy_sched,335,5100,train,4.0414,365540,1124.74
lazy_sched,336,5100,train,4.2727,366674,1124.77
lazy_sched,337,5100,train,4.5844,367810,1124.80
lazy_sched,338,5100,train,4.1788,368937,1124.81
lazy_sched,339,5100,train,4.2028,370072,1124.84
lazy_sched,340,5100,train,4.1414,371203,1124.86
lazy_sched,341,5100,train,4.2414,372335,1124.88
lazy_sched,342,5100,train,4.1008,373453,1124.86
lazy_sched,343,5100,train,4.5024,374566,1124.82
lazy_sched,344,5100,train,4.1691,375683,1124.80
lazy_sched,345,5100,train,4.0298,376802,1124.78
lazy_sched,346,5100,train,3.9589,377922,1124.77
lazy_sched,347,5100,train,4.1397,379043,1124.76
lazy_sched,348,5100,train,4.1234,380162,1124.74
lazy_sched,349,5100,train,4.1265,381281,1124.72
lazy_sched,350,5100,train,4.0569,382401,1124.71
lazy_sched,351,5100,train,3.9801,383521,1124.69
lazy_sched,352,5100,train,4.2842,384641,1124.68
lazy_sched,353,5100,train,3.9296,385763,1124.67
lazy_sched,354,5100,train,4.2137,386882,1124.66
lazy_sched,355,5100,train,4.2368,388000,1124.64
lazy_sched,356,5100,train,4.0292,389120,1124.62
lazy_sched,357,5100,train,4.0364,390242,1124.62
lazy_sched,358,5100,train,4.2195,391361,1124.60
lazy_sched,359,5100,train,3.9998,392481,1124.59
lazy_sched,360,5100,train,4.0828,393602,1124.58
lazy_sched,361,5100,train,4.0615,394722,1124.56
lazy_sched,362,5100,train,3.9320,395841,1124.55
lazy_sched,363,5100,train,4.1005,396961,1124.54
lazy_sched,364,5100,train,4.0584,398081,1124.52
lazy_sched,365,5100,train,4.0448,399203,1124.52
lazy_sched,366,5100,train,4.0864,400322,1124.50
lazy_sched,367,5100,train,3.9688,401441,1124.49
